Date,BNDX,DBC,IAU,MTUM,VCIT,VEU,VGLT,VNQ,VTIP,VTV,VWO
2023-04-28,48.72574998855591,24.7043000125885,34.23269998550415,142.39220024108886,78.84020000457764,50.722749900817874,65.0266499710083,86.81209983825684,48.021750164031985,138.13324974060058,39.82829999923706
