Date,MTUM,VTV,VEU,VWO,VCIT,VGLT,BNDX,VTIP,DBC,IAU,VNQ,Returns
2022-06-30,-0.06390002273962547,-0.07885912191744782,-0.076602426254197,-0.038502189685888255,-0.027207085946779563,-0.013539893848298568,-0.01721952639031188,-0.016097354907423145,-0.07499999668863111,-0.016059580606459067,-0.07448887508342916,1 month
2022-06-30,-0.1875117559799928,-0.10185966196107599,-0.1222992789588424,-0.09040182681116993,-0.06369653132252118,-0.12232116881305977,-0.053120682371484707,-0.011888142440858451,0.022256329071074887,-0.06842249069992812,-0.15391358107436892,3 month
2022-06-30,-0.24634823783506998,-0.09293767845918954,-0.1736364261597706,-0.1491906934381939,-0.1282760754549861,-0.20850038996531195,-0.09844599114686947,-0.015540662703229624,0.28200185319382154,-0.014363688028568355,-0.20530880604834556,6 month
2022-06-30,-0.20651215995860306,-0.01750473889875559,-0.18510087715723356,-0.2102701427333743,-0.13296816660949273,-0.1842941339390758,-0.10000620094989732,0.00944159151535895,0.3838960721895279,0.017798941118771783,-0.08011450916182827,1 year
