Date,MTUM,VTV,VEU,VWO,VCIT,VGLT,BNDX,VTIP,DBC,IAU,VNQ
2021-06-30,171.86146545410156,134.2296600341797,61.30820083618164,52.73955535888672,92.07501983642578,85.8348617553711,54.99704360961914,48.97261428833008,19.25,33.709999084472656,99.0449447631836
2021-07-01,172.15878295898438,135.13778686523438,61.35655975341797,52.457942962646484,92.0071029663086,85.84664154052734,55.03752899169922,48.9641227722168,19.31999969482422,33.810001373291016,99.47308349609375
2021-07-02,172.34703063964844,135.5576934814453,61.48229217529297,52.39967346191406,92.23025512695312,86.31712341308594,55.143558502197266,49.08672332763672,19.5,34.040000915527344,99.77471923828125
2021-07-06,170.50387573242188,134.1515350341797,60.86330795288086,51.457725524902344,92.53104400634766,87.2287368774414,55.259220123291016,49.058433532714844,18.969999313354492,34.220001220703125,100.5044937133789
2021-07-07,169.83001708984375,134.66908264160156,61.08575439453125,51.50627517700195,92.7250747680664,88.0521011352539,55.3652458190918,49.03956985473633,18.739999771118164,34.34000015258789,100.85478210449219
2021-07-08,167.83819580078125,133.32150268554688,60.09925079345703,50.525482177734375,92.78327178955078,88.35595703125,55.355613708496094,49.04899978637695,18.899999618530273,34.33000183105469,100.5726089477539
2021-07-09,171.2867431640625,135.25497436523438,61.201812744140625,51.44801712036133,92.52132415771484,87.23853302001953,55.24959182739258,49.08672332763672,19.1200008392334,34.43000030517578,102.22676086425781
2021-07-12,173.13980102539062,135.83111572265625,61.337215423583984,51.47714614868164,92.4825210571289,87.10131072998047,55.32669448852539,49.124446868896484,19.149999618530273,34.400001525878906,103.10249328613281
2021-07-13,171.3560791015625,134.84483337402344,61.1437873840332,51.50627517700195,92.24966430664062,86.45435333251953,55.27849578857422,49.237613677978516,19.309999465942383,34.45000076293945,101.66239929199219
2021-07-14,170.1074981689453,134.7764892578125,61.30820083618164,51.75876235961914,92.56014251708984,87.41495513916016,55.3748893737793,49.256473541259766,19.1200008392334,34.79999923706055,102.37271881103516
2021-07-15,169.7111053466797,134.79600524902344,60.940677642822266,51.80731201171875,92.70568084716797,88.27754974365234,55.471275329589844,49.2942008972168,19.020000457763672,34.810001373291016,102.53812408447266
2021-07-16,167.81838989257812,133.77072143554688,60.45709991455078,51.457725524902344,92.64745330810547,88.1893310546875,55.53874588012695,49.303627014160156,19.020000457763672,34.47999954223633,102.47001647949219
2021-07-19,165.50946044921875,131.33921813964844,59.412567138671875,50.700279235839844,93.11317443847656,90.02232360839844,55.67369079589844,49.199886322021484,18.260000228881836,34.5,100.60179901123047
2021-07-20,169.33453369140625,133.4582061767578,59.77042007446289,50.73912048339844,93.09376525878906,89.23815155029297,55.67369079589844,49.237613677978516,18.530000686645508,34.470001220703125,102.97599792480469
2021-07-21,172.238037109375,134.7374267578125,60.53447723388672,51.176109313964844,92.79299926757812,88.16971588134766,55.6254997253418,49.265907287597656,18.899999618530273,34.34000015258789,102.96625518798828
2021-07-22,171.6632843017578,134.29800415039062,60.611846923828125,51.2537956237793,93.01615905761719,88.8754653930664,55.68333053588867,49.31306076049805,19.049999237060547,34.40999984741211,102.14892578125
2021-07-23,173.27854919433594,134.9425048828125,60.65053176879883,50.4575080871582,92.97734832763672,88.32655334472656,55.72188949584961,49.43565368652344,19.149999618530273,34.290000915527344,102.99545288085938
2021-07-26,173.96229553222656,135.36239624023438,60.37005615234375,49.49613571166992,92.88033294677734,88.07170104980469,55.67369079589844,49.539398193359375,19.290000915527344,34.22999954223633,103.04410552978516
2021-07-27,172.1984100341797,135.46978759765625,59.84779357910156,48.42794418334961,93.12289428710938,88.99311065673828,55.75080108642578,49.520530700683594,19.18000030517578,34.290000915527344,103.62792205810547
2021-07-28,173.38755798339844,135.14755249023438,60.495784759521484,49.79716873168945,93.25870513916016,89.02251434326172,55.77008056640625,49.605411529541016,19.270000457763672,34.439998626708984,103.26789855957031
2021-07-29,174.4776153564453,136.21194458007812,60.853633880615234,49.97196960449219,93.11317443847656,88.52259063720703,55.760440826416016,49.57712173461914,19.610000610351562,34.83000183105469,103.28736114501953
2021-07-30,173.44699096679688,135.58700561523438,60.43775939941406,49.63208770751953,93.2295913696289,88.97350311279297,55.81827163696289,49.614845275878906,19.5,34.560001373291016,103.42359161376953
2021-08-02,173.3082733154297,135.4405059814453,60.77626037597656,50.03023147583008,93.44246673583984,89.68331146240234,55.88675308227539,49.56768798828125,19.290000915527344,34.529998779296875,103.19979095458984
2021-08-03,175.3100128173828,136.86618041992188,61.17279815673828,50.15647506713867,93.44246673583984,89.7422103881836,55.94462585449219,49.595977783203125,19.200000762939453,34.4900016784668,103.3262939453125
2021-08-04,174.9730987548828,135.40145874023438,61.08575439453125,50.28271484375,93.3841552734375,89.93856811523438,55.97356414794922,49.5111083984375,18.889999389648438,34.5099983215332,103.00518798828125
2021-08-05,177.1036376953125,136.0361785888672,61.30820083618164,50.12733840942383,93.15087127685547,89.51641082763672,56.00250244140625,49.426231384277344,19.170000076293945,34.349998474121094,104.21174621582031
2021-08-06,178.0747833251953,136.88571166992188,60.99871063232422,49.78746032714844,92.76203918457031,88.13212585449219,55.809593200683594,49.40736770629883,19.010000228881836,33.52000045776367,104.02686309814453
2021-08-09,179.60084533691406,136.7978515625,61.03739547729492,49.962257385253906,92.48014831542969,87.81796264648438,55.828880310058594,49.3696403503418,18.739999771118164,32.90999984741211,103.47223663330078
2021-08-10,180.19540405273438,137.87200927734375,61.17279815673828,50.14676284790039,92.33434295654297,87.44490051269531,55.83852767944336,49.39793395996094,19.079999923706055,32.93000030517578,102.48948669433594
