Date,BNDX,DBC,IAU,MTUM,VCIT,VEU,VGLT,VNQ,VTIP,VTV,VWO
2013-05-31 00:00:00,nan,26.020000457763672,27.280000686645508,52.52999877929688,86.5,47.0099983215332,71.72000122070312,71.4800033569336,49.61000061035156,69.58000183105469,42.06999969482422
2013-06-03 00:00:00,nan,26.1200008392334,27.07999992370605,51.5,85.63999938964844,46.52000045776367,71.12000274658203,70.76000213623047,49.61000061035156,68.88999938964844,41.720001220703125
2013-06-04 00:00:00,50.59999847412109,26.07999992370605,27.18000030517578,51.63999938964844,85.7300033569336,47.02000045776367,71.3499984741211,71.27999877929688,49.650001525878906,69.12999725341797,42.18000030517578
2013-06-05 00:00:00,50.400001525878906,26.299999237060547,27.21999931335449,51.2599983215332,85.58999633789062,46.43000030517578,71.41999816894531,70.05000305175781,49.630001068115234,68.63999938964844,41.630001068115234
2013-06-06 00:00:00,50.34000015258789,26.13999938964844,27.200000762939453,50.65999984741211,85.69000244140625,45.869998931884766,71.81999969482422,69.66000366210938,49.4900016784668,67.86000061035156,40.79999923706055
2013-06-07 00:00:00,50.33000183105469,26.11000061035156,26.959999084472656,52.0099983215332,85.70999908447266,46.119998931884766,71.45999908447266,70.94999694824219,49.459999084472656,68.97000122070312,41.09000015258789
2013-06-10 00:00:00,50.2599983215332,26.21999931335449,26.799999237060547,53.0,85.33000183105469,46.66999816894531,70.58999633789062,70.9000015258789,49.540000915527344,69.66999816894531,40.720001220703125
2013-06-11 00:00:00,50.09999847412109,25.90999984741211,26.600000381469727,51.59000015258789,84.72000122070312,45.77999877929688,70.18000030517578,69.3499984741211,49.34999847412109,68.8499984741211,39.70000076293945
2013-06-12 00:00:00,50.0,26.11000061035156,26.71999931335449,52.13999938964844,85.0199966430664,46.34999847412109,70.52999877929688,69.4800033569336,49.43000030517578,69.30000305175781,40.06999969482422
2013-06-13 00:00:00,50.0099983215332,25.989999771118164,26.799999237060547,51.02000045776367,84.98999786376953,45.84999847412109,70.55999755859375,67.86000061035156,49.380001068115234,68.27999877929688,39.459999084472656
2013-06-14 00:00:00,50.130001068115234,26.31999969482422,26.920000076293945,52.130001068115234,85.55000305175781,46.13999938964844,71.25,69.98999786376953,49.56999969482422,69.16999816894531,40.31999969482422
2013-06-17 00:00:00,50.09999847412109,26.309999465942383,26.899999618530277,52.5,85.55000305175781,46.68000030517578,71.2300033569336,70.69000244140625,49.54999923706055,69.31999969482422,40.220001220703125
2013-06-18 00:00:00,50.04999923706055,26.36000061035156,26.68000030517578,52.41999816894531,85.06999969482422,46.61000061035156,70.5,70.48999786376953,49.459999084472656,69.43000030517578,39.91999816894531
2013-06-19 00:00:00,50.11000061035156,26.459999084472656,26.63999938964844,52.5,85.19999694824219,46.70000076293945,70.9800033569336,70.51000213623047,49.54999923706055,69.79000091552734,39.900001525878906
2013-06-20 00:00:00,49.70000076293945,25.899999618530277,25.15999984741211,51.09999847412109,83.51000213623047,44.88999938964844,69.2699966430664,67.77999877929688,49.15999984741211,68.30000305175781,38.0
2013-06-21 00:00:00,50.0,25.6200008392334,25.13999938964844,50.619998931884766,83.19000244140625,44.630001068115234,69.0999984741211,66.2300033569336,49.150001525878906,67.79000091552734,37.709999084472656
2013-06-24 00:00:00,49.4900016784668,25.200000762939453,24.959999084472656,50.06999969482422,81.98999786376953,42.84999847412109,67.48999786376953,64.83000183105469,48.63999938964844,66.48999786376953,36.5
2013-06-25 00:00:00,49.59000015258789,25.489999771118164,24.84000015258789,50.52000045776367,82.6500015258789,43.43000030517578,68.30999755859375,66.44000244140625,48.880001068115234,66.88999938964844,37.11000061035156
2013-06-26 00:00:00,49.459999084472656,25.32999992370605,24.07999992370605,51.4900016784668,82.70999908447266,43.68000030517578,68.30999755859375,67.52999877929688,48.900001525878906,67.5199966430664,37.59999847412109
2013-06-27 00:00:00,49.630001068115234,25.3700008392334,23.959999084472656,51.45000076293945,83.16000366210938,44.16999816894531,68.48999786376953,68.33999633789062,48.97999954223633,67.98999786376953,38.27000045776367
2013-06-28 00:00:00,49.45000076293945,25.299999237060547,23.13999938964844,51.13999938964844,82.97000122070312,44.18000030517578,68.08999633789062,68.88999938964844,49.04999923706055,67.98999786376953,38.2599983215332
2013-07-01 00:00:00,49.52999877929688,25.34000015258789,24.100000381469727,51.52000045776367,83.20999908447266,44.630001068115234,69.79000091552734,69.26000213623047,49.11000061035156,68.08999633789062,39.0
2013-07-02 00:00:00,49.310001373291016,25.399999618530277,24.3799991607666,51.59999847412109,83.2300033569336,44.540000915527344,69.06999969482422,68.66999816894531,49.22999954223633,68.0,38.77999877929688
2013-07-03 00:00:00,49.619998931884766,25.600000381469727,24.239999771118164,51.209999084472656,83.44000244140625,44.040000915527344,68.91999816894531,69.38999938964844,49.33000183105469,67.63999938964844,37.790000915527344
2013-07-05 00:00:00,49.41999816894531,25.530000686645508,23.739999771118164,51.83000183105469,82.12000274658203,44.59999847412109,67.2300033569336,69.1500015258789,49.220001220703125,68.43000030517578,38.060001373291016
2013-07-08 00:00:00,49.59000015258789,25.6299991607666,23.920000076293945,52.20000076293945,82.2699966430664,44.560001373291016,67.05000305175781,69.08999633789062,49.11000061035156,69.0,37.72999954223633
2013-07-09 00:00:00,49.630001068115234,25.81999969482422,24.280000686645508,52.560001373291016,82.77999877929688,45.02000045776367,68.38999938964844,69.30000305175781,49.34000015258789,69.62000274658203,38.18000030517578
