Date,MTUM,VTV,VEU,VWO,VCIT,VGLT,BNDX,VTIP,DBC,IAU,VNQ
2021-06-29 00:00:00,159.59284805297852,119.3874503326416,56.294912052154544,48.74163061141968,91.41570796966553,88.12963211059571,55.402993774414064,47.8801037979126,15.819900016784668,35.13625005722046,85.45161117553711
2021-06-30 00:00:00,159.73889823913575,119.54745872497558,56.357173137664795,48.79539524078369,91.41877624511719,88.07586883544921,55.400558414459226,47.890103034973144,15.851600017547607,35.11790004730224,85.56124660491943
2021-07-01 00:00:00,159.87504608154296,119.71296054840087,56.41774251937866,48.84537754058838,91.42098239898682,88.02327159881592,55.398373203277586,47.899967708587646,15.883300018310546,35.1004500579834,85.66837936401367
2021-07-02 00:00:00,160.0213053894043,119.87737022399902,56.479365005493165,48.89582822799682,91.42416179656982,87.97427871704102,55.39667043685913,47.91021495819092,15.914700016975402,35.08365005493164,85.77495655059815
2021-07-06 00:00:00,160.16589225769042,120.036987991333,56.5379868888855,48.94194902420044,91.42894008636475,87.92854389190674,55.39530717849731,47.92022861480713,15.94270001411438,35.06885005950928,85.89282772064209
2021-07-07 00:00:00,160.3099200439453,120.2030521774292,56.599560203552244,48.989974613189695,91.43511619567872,87.88841842651367,55.39456958770752,47.93014797210694,15.969250011444093,35.05435005187988,86.02112735748291
2021-07-08 00:00:00,160.44147422790527,120.37343006134033,56.66108112335205,49.034841556549075,91.44186836242676,87.84754955291749,55.393497219085695,47.94048309326172,15.998250007629395,35.043800067901614,86.15931976318359
2021-07-09 00:00:00,160.58469993591308,120.55304649353027,56.72854207992554,49.08614316940307,91.4473108291626,87.80147853851318,55.39199031829834,47.9510528755188,16.028650012016296,35.03445007324219,86.30142093658448
2021-07-12 00:00:00,160.7569496154785,120.74473751068115,56.79924354553223,49.1408030128479,91.45469688415527,87.75395111083985,55.39110771179199,47.961903438568115,16.059950008392335,35.02895008087158,86.45901679992676
2021-07-13 00:00:00,160.91919425964355,120.9307825088501,56.86950008392334,49.196183891296386,91.46177398681641,87.70174465179443,55.3899840927124,47.97345809936523,16.09175000667572,35.02300008773804,86.60748924255371
2021-07-14 00:00:00,161.05860290527343,121.11108425140381,56.9397241973877,49.2528751373291,91.47059356689454,87.65400428771973,55.38891262054443,47.98496883392334,16.12260001182556,35.019300079345705,86.75209232330322
2021-07-15 00:00:00,161.1859553527832,121.28399997711182,57.00488260269165,49.3077953338623,91.47852542877197,87.61197292327881,55.38822763442993,47.99634563446045,16.152400012016297,35.01395008087158,86.89000717163086
2021-07-16 00:00:00,161.3042886352539,121.45601066589356,57.06781299591064,49.36106346130371,91.4863087463379,87.56906715393066,55.38768901824951,48.007631340026855,16.182950015068055,35.00525007247925,87.03027565002441
2021-07-19 00:00:00,161.4039165496826,121.61135452270508,57.12537836074829,49.40723592758179,91.49675319671631,87.53937042236328,55.38815929412842,48.01853656768799,16.20895001411438,34.99785007476807,87.16006866455078
2021-07-20 00:00:00,161.51353385925293,121.7769575881958,57.182976417541504,49.45178058624268,91.5059342956543,87.50490921020508,55.38850532531738,48.02963041305542,16.237100019454957,34.9888000869751,87.29426452636719
2021-07-21 00:00:00,161.6547060394287,121.94847709655761,57.245486640930174,49.50081171035767,91.51356395721436,87.46708251953125,55.388419227600096,48.04095846176148,16.267900018692018,34.97920009613037,87.4218416595459
2021-07-22 00:00:00,161.77690551757811,122.10988410949707,57.3047283744812,49.54754615783691,91.52345180511475,87.44175155639648,55.389243583679196,48.05247589111328,16.297800016403198,34.96885009765625,87.54311058044433
2021-07-23 00:00:00,161.91858871459962,122.27931076049805,57.366157379150394,49.58967580795288,91.53286010742187,87.41112087249756,55.39006959915161,48.0644673538208,16.327950015068055,34.96030010223389,87.67116455078126
2021-07-26 00:00:00,162.05045593261718,122.44287353515625,57.423667964935305,49.62503267288208,91.54202140808106,87.38278343200683,55.39084575653076,48.07693115234375,16.35855001926422,34.95155010223389,87.79889457702637
2021-07-27 00:00:00,162.17058990478515,122.60059314727783,57.47681074142456,49.65346632003784,91.55139560699463,87.35649799346923,55.39152950286865,48.088929958343506,16.387950019836424,34.942200107574465,87.92306819915771
2021-07-28 00:00:00,162.28748428344727,122.75579010009766,57.531531963348385,49.687259693145755,91.56097305297851,87.33055244445801,55.39202295303345,48.10135316848755,16.417600021362304,34.930300102233886,88.04700149536133
2021-07-29 00:00:00,162.3961003112793,122.91251930236817,57.586570796966555,49.719817333221435,91.56829929351807,87.30080554962159,55.39242036819458,48.1136349105835,16.44965002536774,34.920850105285645,88.16918869018555
2021-07-30 00:00:00,162.49837799072264,123.07106479644776,57.641619052886966,49.75163452148438,91.5767314529419,87.26979389190674,55.392772388458255,48.126383266448975,16.481000027656556,34.91315011978149,88.29881614685058
2021-08-02 00:00:00,162.60499923706055,123.23118049621581,57.69916687011719,49.78640140533447,91.5860375213623,87.24136703491212,55.39318002700806,48.13884952545166,16.51085003376007,34.90470010757446,88.43205116271973
2021-08-03 00:00:00,162.7266170501709,123.39712947845459,57.761165885925294,49.82352565765381,91.59610527038575,87.213957862854,55.393638095855714,48.151503582000736,16.540050039291383,34.89535011291504,88.56393348693848
2021-08-04 00:00:00,162.84817993164063,123.55431545257568,57.82182765960693,49.86041801452637,91.6057861328125,87.1888321685791,55.39400190353393,48.16364055633545,16.568150033950804,34.88680009841919,88.69695182800292
2021-08-05 00:00:00,162.99155632019043,123.72172691345214,57.884408740997316,49.8972047996521,91.61487190246582,87.16337947845459,55.39460596084595,48.17544584274292,16.59760003566742,34.87725009918213,88.84195854187011
2021-08-06 00:00:00,163.14126960754393,123.89218688964844,57.94382829666138,49.930134506225585,91.62258483886718,87.13519966125489,55.39453218460083,48.18706411361694,16.62550003528595,34.862650108337405,88.98334674835205
2021-08-09 00:00:00,163.3026628112793,124.06383842468261,58.0040584564209,49.96350666046143,91.62912624359132,87.10708805084228,55.39508062362671,48.19844747543335,16.65260003566742,34.84350009918213,89.12309616088868
