Date,Dividend
2022-07-01 00:00:00,0.685
2022-04-01 00:00:00,0.487
2021-12-23 00:00:00,0.958
2021-10-01 00:00:00,0.874
2021-07-01 00:00:00,0.481
2021-03-25 00:00:00,0.094
2020-12-23 00:00:00,0.333
2020-10-01 00:00:00,0.28
2019-12-23 00:00:00,0.351
2019-09-24 00:00:00,0.439
2019-06-17 00:00:00,0.17
2018-12-13 00:00:00,0.355
2018-09-24 00:00:00,0.524
2018-06-18 00:00:00,0.293
2017-12-26 00:00:00,0.742
2016-12-14 00:00:00,0.374
2014-12-18 00:00:00,0.395
