Date,Cash,MTUM_shares,MTUM_close,VTV_shares,VTV_close,VEU_shares,VEU_close,VWO_shares,VWO_close,VCIT_shares,VCIT_close,VGLT_shares,VGLT_close,BNDX_shares,BNDX_close,VTIP_shares,VTIP_close,DBC_shares,DBC_close,IAU_shares,IAU_close,VNQ_shares,VNQ_close,Portfolio Value
2014-06-30 00:00:00,10000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10000.0
2014-07-01 00:00:00,146.26998901367188,31,63.810001373291016,24,81.43000030517578,38,52.75,46,43.52000045776367,0,86.0,0,70.19999694824219,0,51.31999969482422,0,50.06999969482422,0,26.5,0,25.71999931335449,26,75.23999786376953,10041.360004425049
2014-07-02 00:00:00,146.26998901367188,31,63.68000030517578,24,81.44999694824219,38,52.83000183105469,46,43.77999877929688,0,85.81999969482422,0,69.48999786376953,0,51.27000045776367,0,50.04999923706055,0,26.450000762939453,0,25.700000762939453,26,75.05999755859375,10048.129875183104
2014-07-03 00:00:00,146.26998901367188,31,64.0,24,81.81999969482422,38,53.04999923706055,46,44.0099983215332,0,85.73999786376953,0,69.30000305175781,0,51.2400016784668,0,50.060001373291016,0,26.39999961853028,0,25.559999465942383,26,74.62999725341797,10074.689804077148
2014-07-07 00:00:00,146.26998901367188,31,63.43000030517578,24,81.58999633789062,38,52.709999084472656,46,44.09999847412109,0,85.86000061035156,0,69.83000183105469,0,51.31999969482422,0,50.02999877929688,0,26.190000534057617,0,25.559999465942383,26,74.8499984741211,10048.439765930176
2014-07-08 00:00:00,146.26998901367188,31,62.91999816894531,24,81.16999816894531,38,52.27999877929688,46,43.90999984741211,0,86.12999725341797,0,70.37000274658203,0,51.380001068115234,0,50.02999877929688,0,26.1200008392334,0,25.57999992370605,26,75.06999969482422,10003.189826965332
2014-07-09 00:00:00,146.26998901367188,31,63.31999969482422,24,81.44000244140625,38,52.43000030517578,46,44.16999816894531,0,86.20999908447266,0,70.54000091552734,0,51.369998931884766,0,50.02999877929688,0,25.940000534057617,0,25.739999771118164,26,75.19000244140625,10042.8500289917
2014-07-10 00:00:00,146.26998901367188,31,63.11000061035156,24,81.2300033569336,38,51.93000030517578,46,43.900001525878906,0,86.2699966430664,0,70.62999725341797,0,51.41999816894531,0,50.02999877929688,0,25.979999542236328,0,25.89999961853028,26,75.52999877929688,10008.720138549805
2014-07-11 00:00:00,146.26998901367188,31,63.34999847412109,24,81.30000305175781,38,51.93999862670898,46,43.97999954223633,0,86.33999633789062,0,70.94999694824219,0,51.459999084472656,0,50.08000183105469,0,25.75,0,25.940000534057617,26,75.54000091552734,10022.159965515137
2014-07-14 00:00:00,146.26998901367188,31,63.65999984741211,24,81.5999984741211,38,52.33000183105469,46,44.31999969482422,0,86.2300033569336,0,70.66000366210938,0,51.43000030517578,0,50.040000915527344,0,25.850000381469727,0,25.31999969482422,26,75.91000366210938,10079.05009841919
2014-07-15 00:00:00,146.26998901367188,31,63.36000061035156,24,81.6500015258789,38,52.150001525878906,46,44.2599983215332,0,86.18000030517578,0,70.58000183105469,0,51.45000076293945,0,49.9900016784668,0,25.61000061035156,0,25.07999992370605,26,75.95999908447266,10062.65000152588
2014-07-16 00:00:00,146.26998901367188,31,63.40999984741211,24,82.19999694824219,38,52.52000045776367,46,44.400001525878906,0,86.26000213623047,0,70.80999755859375,0,51.4900016784668,0,49.97999954223633,0,25.64999961853028,0,25.13999938964844,26,76.19999694824219,10104.139919281006
2014-07-17 00:00:00,146.26998901367188,31,62.52999877929688,24,81.37999725341797,38,51.81999969482422,46,43.54999923706055,0,86.62000274658203,0,71.69000244140625,0,51.59000015258789,0,50.060001373291016,0,25.709999084472656,0,25.600000381469727,26,75.80999755859375,9981.33977508545
2014-07-18 00:00:00,146.26998901367188,31,63.45000076293945,24,82.05000305175781,38,52.33000183105469,46,44.22999954223633,0,86.41999816894531,0,71.55000305175781,0,51.58000183105469,0,50.0099983215332,0,25.540000915527344,0,25.420000076293945,26,76.55999755859375,10096.10007095337
2014-07-21 00:00:00,146.26998901367188,31,63.470001220703125,24,81.88999938964844,38,52.209999084472656,46,44.38999938964844,0,86.54000091552734,0,71.83999633789062,0,51.59999847412109,0,50.02999877929688,0,25.65999984741211,0,25.440000534057617,26,76.27999877929688,10088.39991760254
2014-07-22 00:00:00,146.26998901367188,31,63.900001525878906,24,82.23999786376953,38,52.5099983215332,46,44.84999847412109,0,86.55000305175781,0,71.88999938964844,0,51.61000061035156,0,49.9900016784668,0,25.549999237060547,0,25.31999969482422,26,76.5199966430664,10148.929763793943
2014-07-23 00:00:00,146.26998901367188,31,64.19999694824219,24,82.33000183105469,38,52.61000061035156,46,44.86000061035156,0,86.58000183105469,0,71.81999969482422,0,51.650001525878906,0,49.97999954223633,0,25.6200008392334,0,25.280000686645508,26,76.66000366210938,10168.290084838867
2014-07-24 00:00:00,146.26998901367188,31,64.41000366210938,24,82.36000061035156,38,52.68999862670898,46,45.08000183105469,0,86.37999725341797,0,71.4000015258789,0,51.59000015258789,0,49.93000030517578,0,25.59000015258789,0,25.059999465942383,26,76.55999755859375,10186.080085754396
2014-07-25 00:00:00,146.26998901367188,31,64.19999694824219,24,82.08999633789062,38,52.5,46,44.900001525878906,0,86.5999984741211,0,72.06999969482422,0,51.68000030517578,0,50.0099983215332,0,25.690000534057617,0,25.34000015258789,26,76.02999877929688,10143.809844970703
2014-07-28 00:00:00,146.26998901367188,31,64.08999633789062,24,82.06999969482422,38,52.630001068115234,46,45.13999938964844,0,86.54000091552734,0,71.83999633789062,0,51.650001525878906,0,49.9900016784668,0,25.63999938964844,0,25.299999237060547,26,76.55999755859375,10169.679817199709
2014-07-29 00:00:00,146.26998901367188,31,63.880001068115234,24,81.69999694824219,38,52.38999938964844,46,44.72999954223633,0,86.58999633789062,0,72.27999877929688,0,51.72999954223633,0,50.02000045776367,0,25.559999465942383,0,25.200000762939453,26,76.19000244140625,10116.68996810913
2014-07-30 00:00:00,146.26998901367188,31,63.97999954223633,24,81.51000213623047,38,52.43000030517578,46,44.5,0,86.2300033569336,0,71.30000305175781,0,51.630001068115234,0,49.959999084472656,0,25.450000762939453,0,25.13999938964844,26,76.02999877929688,10102.010005950928
2014-07-31 00:00:00,146.26998901367188,31,62.59999847412109,24,79.9800033569336,38,51.52000045776367,46,43.720001220703125,0,86.12000274658203,0,71.12000274658203,0,51.61000061035156,0,49.95000076293945,0,25.31999969482422,0,24.84000015258789,26,74.9000015258789,9922.670135498049
2014-08-01 00:00:00,190.11998748779297,31,62.61000061035156,24,79.7300033569336,38,51.290000915527344,45,43.97999954223633,0,86.20999908447266,0,71.52999877929688,0,51.59999847412109,0,50.040000915527344,0,25.1200008392334,0,25.040000915527344,26,74.72000122070312,9915.390132904053
2014-08-04 00:00:00,190.11998748779297,31,63.09000015258789,24,80.27999877929688,38,51.58000183105469,45,44.47999954223633,0,86.26000213623047,0,71.41999816894531,0,51.630001068115234,0,50.0,0,25.309999465942383,0,24.959999084472656,26,75.23999786376953,9990.509956359863
2014-08-05 00:00:00,190.11998748779297,31,62.380001068115234,24,79.43000030517578,38,50.93000030517578,45,43.810001373291016,0,86.3499984741211,0,71.62999725341797,0,51.59000015258789,0,49.959999084472656,0,25.190000534057617,0,24.940000534057617,26,74.47000122070312,9873.23013305664
2014-08-06 00:00:00,190.11998748779297,31,62.11000061035156,24,79.37999725341797,38,50.83000183105469,45,43.5,0,86.3499984741211,0,71.66000366210938,0,51.59999847412109,0,50.0,0,25.350000381469727,0,25.34000015258789,26,74.44000244140625,9845.130073547363
