Date,VGLT_1M,VGLT_3M,VGLT_6M,VGLT_12M,VGLT_avg,VGLT_rank
2018-02-28 00:00:00,-0.0301267461068774,-0.0448529011057429,-0.0606141123100867,-0.0022996635487486,-0.0344733557678639,10
2018-03-29 00:00:00,0.0286304340971619,-0.0342062300502244,-0.011538577220311,0.0328881919073389,0.0039434546834913,8
2018-04-30 00:00:00,-0.0216173639559513,-0.0226865774630552,-0.0309843927948427,-0.0040249101963764,-0.0198283111025564,10
2018-05-31 00:00:00,0.0188378061384191,0.0266535955397086,-0.0193947966508893,-0.0029684231117294,0.0057820454788772,9
2018-06-29 00:00:00,0.0056206275523695,0.0024159343113467,-0.0306443733432235,-0.0039333412373822,-0.0066352881792223,8
2018-07-31 00:00:00,-0.013510452225947,0.0107219867665198,-0.0122078358798717,-0.0118669177759151,-0.0067158047788035,9
2018-08-31 00:00:00,0.0131427660977512,0.0050723120587896,0.0318611029525643,-0.0306842418302119,0.0048479848197233,7
2018-09-28 00:00:00,-0.0275553380625378,-0.0280855643329426,-0.025737482900121,-0.0357570035392408,-0.0292838472087105,9
2018-10-31 00:00:00,-0.028472200800465,-0.0428262571818505,-0.0325634529780939,-0.0625388869551079,-0.0416001994788793,9
2018-11-30 00:00:00,0.018487230088253,-0.0377770372966324,-0.0328963421596677,-0.0516531209438121,-0.0259598175779648,8
2018-12-31 00:00:00,0.0562419488762218,0.0451394276300916,0.0157860969984915,-0.0153420313947867,0.0254563605275045,2
2019-01-31 00:00:00,0.0048183299840742,0.0809523465381472,0.0346592033439805,0.0220282535979579,0.0356145333660399,3
2019-02-28 00:00:00,-0.012763994393606,0.0477844447344808,0.0082022526869143,0.0403246884567805,0.0208868478711423,5
2019-03-29 00:00:00,0.053987211197535,0.0455477611136514,0.0927431886102441,0.0646187294791647,0.0642242226001488,2
2019-04-30 00:00:00,-0.0192441384261724,0.0205099416168672,0.1031226160562601,0.067201134619242,0.0428973884665492,6
2019-05-31 00:00:00,0.0671758279832086,0.1031440665913887,0.1558571932755947,0.1178337195578869,0.1110027018520197,1
2019-06-28 00:00:00,0.0100197534899708,0.057126012882654,0.1052757359844609,0.12272372596279,0.0737863070799689,5
2019-07-31 00:00:00,0.0029212737742096,0.081017416178158,0.1031890202707888,0.1414246728512014,0.0821380957685894,1
2019-08-30 00:00:00,0.1065466072668512,0.1208988461900764,0.2365129114237161,0.2466551027738457,0.1776533669136223,1
2019-09-30 00:00:00,-0.0257395100280308,0.0812139617316924,0.1429794044384822,0.2489829589219447,0.1118592037660221,1
2019-10-31 00:00:00,-0.0109738193338755,0.0662341531855188,0.1526176893175148,0.2714786407526579,0.119839165980454,2
2019-11-29 00:00:00,-0.0038291948925557,-0.0401205626255863,0.0759277538345608,0.2436188337145299,0.0688992075077371,4
2019-12-31 00:00:00,-0.0291909232184376,-0.043521029528898,0.0341584169761108,0.1430302054477952,0.0261191674191426,9
