Date,MTUM_1M,MTUM_3M,MTUM_6M,MTUM_12M,MTUM_avg,MTUM_rank
2018-03-29 00:00:00,-0.03452754263734459,0.02960015029730556,0.11306797520693945,0.2956442813123752,0.1009462160448189,1
2018-04-30 00:00:00,0.03772682724167775,-0.04386731592130422,0.0649872776465803,0.26941257400706164,0.08206484074350387,2
2018-05-31 00:00:00,0.034476290809044796,0.003755797631614266,0.0717378680155043,0.253447259639916,0.09085430402401984,2
2018-06-29 00:00:00,-0.000714958974748936,0.07273628794240206,0.06966099927049418,0.24824039654383578,0.09748068119549577,1
2018-07-31 00:00:00,0.017593429927417636,0.05192365659126397,0.00577858922248109,0.2275298054503463,0.07570637029787725,1
2018-08-31 00:00:00,0.05867607463825486,0.07653159136996357,0.08057482617118894,0.2807582512600284,0.12413518585985894,1
2018-09-28 00:00:00,0.009186641283986274,0.08719860332954354,0.16627739399189845,0.25721089926684115,0.12996838446806736,1
2018-10-31 00:00:00,-0.0985713636958625,-0.03691206569502259,0.013094981473019462,0.07893326631636155,-0.01086379540037602,6
2018-11-30 00:00:00,0.01416985361993972,-0.0773998083493529,-0.006791747484095945,0.06445889504680058,-0.0013907017916771347,5
2018-12-31 00:00:00,-0.07514485534773485,-0.15449580999243995,-0.08076902551450438,-0.016734477271454384,-0.08178604203153339,9
2019-01-31 00:00:00,0.06455156862653766,-0.001492990678438777,-0.03834994700345662,-0.032792966371411714,-0.002021083856692363,9
2019-02-28 00:00:00,0.03392684210260821,0.017958870775158564,-0.06083095073036282,0.014842432159899,0.0014742985768257388,8
2019-03-29 00:00:00,0.021171107813221957,0.12397081184925263,-0.04967796913525768,0.10833910161002036,0.050950763034309315,3
2019-04-30 00:00:00,0.022553144599635866,0.07962819459980586,0.07801631976908707,0.09213292350407554,0.06808264561815108,3
2019-05-31 00:00:00,-0.02196850698903907,0.021262174520841226,0.039602889940618,0.03254216962840628,0.01785968177520661,7
2019-06-28 00:00:00,0.06120823195636316,0.061302869122497716,0.1928734474255558,0.0965262215148659,0.10297769250482064,1
2019-07-31 00:00:00,0.017959451833035933,0.0565350980400785,0.14066508042833936,0.09692063504521897,0.07802006633666819,3
2019-08-30 00:00:00,0.0026506799335526132,0.08313039201047001,0.10616009943422267,0.0388713289256466,0.05770312507597297,6
2019-09-30 00:00:00,-0.011383620934615313,0.009038955748595034,0.07089593879235356,0.017696003397954296,0.021561819251071895,7
2019-10-31 00:00:00,0.006456852112336264,-0.0023628453640811564,0.05403866898168519,0.13627088682994404,0.048600890639971084,6
2019-11-29 00:00:00,0.03291133017484671,0.02774649341994828,0.11318346230533471,0.1572687444467289,0.08277750758671465,2
2019-12-31 00:00:00,0.01696556583374398,0.0572177604447095,0.06677390499799807,0.2725262656785843,0.10337087423875896,4
2020-01-31 00:00:00,0.03743239164181156,0.08975555921987666,0.08718063534879184,0.24010898686026239,0.11361939326768561,1
2020-02-28 00:00:00,-0.07185623655068629,-0.020777683014732817,0.006392302560164209,0.11323100946978903,0.006747348116133534,6
2020-03-31 00:00:00,-0.11533462655363058,-0.14816773955116103,-0.09942780533372497,-0.035580894142568154,-0.09962776639527118,6
2020-04-30 00:00:00,0.11701728671418388,-0.0828208488879586,-0.000498921275085995,0.05351278666496606,0.021802575804026336,4
2020-05-29 00:00:00,0.05868499932515481,0.04617824006865101,0.024441080219593347,0.14039086860666372,0.06742379705501572,3
2020-06-30 00:00:00,0.043243887733381614,0.23370834576634558,0.050912568908743516,0.12108610494625882,0.11223772683868238,3
2020-07-31 00:00:00,0.07015276018005556,0.18194803892667522,0.08405809900131067,0.17856697282724743,0.12868146773382222,3
2020-08-31 00:00:00,0.09479993981874335,0.22226785371536018,0.27871003209242384,0.2868839335042752,0.22066543978270065,1
2020-09-30 00:00:00,-0.03802504910204785,0.1270529090916397,0.39045458006659417,0.25220473275434685,0.18292179320263321,1
2020-10-30 00:00:00,-0.04185868479170329,0.009085802334154014,0.1926869851776034,0.19209192826617993,0.08800150774655852,1
2020-11-30 00:00:00,0.10628029417137719,0.019667336148382786,0.2463066064577435,0.27676768620438597,0.16225548074547236,1
2020-12-31 00:00:00,0.03437058342561383,0.09640474152401302,0.23570615347650636,0.2986191281663373,0.16627515164811763,1
2021-01-29 00:00:00,0.015934090568206827,0.16253723359452077,0.17309981710505307,0.27170835766968904,0.15581987473436743,2
2021-02-26 00:00:00,-0.005858689497078018,0.04469572042748604,0.06524210233391026,0.3621357628615951,0.11655372403147835,5
2021-03-31 00:00:00,-0.011940333542226123,-0.0020774743448833677,0.09412698880188786,0.5213338827540557,0.1503607659172085,6
2021-04-30 00:00:00,0.07055826073012228,0.05157826017162037,0.22249888148805552,0.45805850534497883,0.20067347693369425,5
2021-05-28 00:00:00,-0.010568463031273012,0.04659637740850919,0.09337475649357962,0.3626801823520751,0.12302071330572273,6
2021-06-30 00:00:00,0.011412603171940372,0.07894073089238929,0.07669925920431053,0.3304839000423625,0.12438412332775067,6
