Date,VTIP_1M,VTIP_3M,VTIP_6M,VTIP_12M,VTIP_avg,VTIP_rank
2018-01-31 00:00:00,-0.0034821374162634644,-0.0029930029749246634,0.0006427627467278096,3.510960373920291e-05,-0.0014493170101802788,10
2018-02-28 00:00:00,-0.0006165741020390803,-0.0023994353643442823,-0.002802526282329576,-0.000986135988854553,-0.0017011679343918729,8
2018-03-29 00:00:00,0.00596454570510363,0.0018435470362243578,0.004159656595513761,0.003753580268474721,0.003930332401329117,9
2018-04-30 00:00:00,-0.00040907059902606235,0.004933037226071857,0.0019252696560545512,0.003545843714468644,0.0024987699993922474,8
2018-05-31 00:00:00,0.003068091030735687,0.008638163433976498,0.006218001354806546,0.006828477352623041,0.006188183293035443,8
2018-06-29 00:00:00,0.002124138573192713,0.004787549400998792,0.006639922509731999,0.013475966462749067,0.006756894236668143,6
2018-07-31 00:00:00,-0.0016377247021116537,0.003552507836505292,0.008503069715979583,0.009151297919153922,0.004892287692381786,6
2018-08-31 00:00:00,0.0047159730120494014,0.005201185637895511,0.013884277763462016,0.0110428404277918,0.008711069210299682,6
2018-09-28 00:00:00,-0.002149112438492695,0.0009148135028125282,0.005706742618648564,0.009890137303736335,0.003590645246676183,7
2018-10-31 00:00:00,-0.004341502458561686,-0.0017958770709503025,0.0017502508981865894,0.0036788902591866623,-0.0001770595930346841,3
2018-11-30 00:00:00,0.00041540969549491713,-0.006068567213052933,-0.0008989453197886244,0.005313466391802857,-0.00030965911138594593,4
2018-12-31 00:00:00,0.0020016109967875284,-0.0019341473888524474,-0.0010211032701874512,0.005612039192956164,0.0011645998826759485,5
2019-01-31 00:00:00,0.007512714301857848,0.009948731115413167,0.008134987346367861,0.01670722942689218,0.010575915547632764,6
2019-02-28 00:00:00,-0.00020718867781233108,0.009320199776309934,0.003195072304475133,0.017123711339286363,0.007357948685564775,7
2019-03-29 00:00:00,0.0084940478621085,0.015860057199715172,0.013895234122642375,0.019681273266054067,0.014482653112630028,8
2019-04-30 00:00:00,0.004724708744981099,0.013048952739912245,0.02312750437747213,0.02491823421096928,0.01645485001833369,9
2019-05-31 00:00:00,0.005520397883555406,0.018852480732924892,0.02834838939594353,0.027423960424185267,0.020036307109152274,6
2019-06-28 00:00:00,0.006321615401877478,0.016657734808520397,0.032781984635116945,0.031727407573215016,0.02187218560468246,10
2019-07-31 00:00:00,0.00020271633060420235,0.012082035092163768,0.025288645736995408,0.033629355896441115,0.017800688264051123,8
2019-08-30 00:00:00,0.005067904307270998,0.011626588717812192,0.030698259490528956,0.03399141495369862,0.02034604186732769,7
2019-09-30 00:00:00,-0.0018482198053052512,0.0034136850153227982,0.020128284083548165,0.03430320542602039,0.013999238679896525,8
2019-10-31 00:00:00,0.0026504845877954875,0.005869311386767384,0.01802225970507232,0.04156657397276531,0.017027157413100125,10
2019-11-29 00:00:00,0.00020310320677574545,0.001000631258769813,0.012638853904685554,0.04134553445263878,0.013797030705717472,11
2019-12-31 00:00:00,0.008982949405535123,0.011862713992527363,0.015316894576847151,0.04860099741464019,0.021190888847387457,10
2020-01-31 00:00:00,0.0036525604839565684,0.012873996838845603,0.01881886972185165,0.04458341918841269,0.019982211558266627,9
2020-02-28 00:00:00,0.0040437425180968045,0.01676329060048376,0.017780695731828944,0.04902479163385576,0.021903130121066317,5
2020-03-31 00:00:00,-0.018928662223944737,-0.011363549504269765,0.00036436195054823095,0.020499980014947017,-0.0023569674406798136,4
2020-04-30 00:00:00,0.014162459664606386,-0.0010108937844302002,0.011850088811030224,0.030085913894182026,0.013771892146347109,6
2020-05-29 00:00:00,0.008500385322541382,0.003423313036846398,0.020243989628582648,0.033138704360632154,0.016326598087150646,6
2020-06-30 00:00:00,0.006823184823005146,0.029761870372793542,0.01806012038120275,0.033653639917974765,0.02207470387374405,7
2020-07-31 00:00:00,0.007574115585189833,0.02307218721875226,0.022037969903669907,0.0412715693100727,0.023488960504421175,7
2020-08-31 00:00:00,0.011078138511123825,0.02568718631159772,0.029198434628225023,0.04749829884202428,0.02836551457324271,9
2020-09-30 00:00:00,-0.0017607687029747021,0.016942402448639537,0.04720851040691443,0.0475900733423964,0.027495054373743916,8
2020-10-30 00:00:00,-0.001970840293379905,0.007308698870634123,0.03054951375805537,0.04276161702025094,0.019662247338890132,6
2020-11-30 00:00:00,0.005924115233897798,0.002173890507576104,0.027916917949663445,0.0487260573756807,0.02118524526670451,10
2020-12-31 00:00:00,0.009692515691808845,0.013672319161894597,0.030846363544181576,0.04946357296431447,0.025918692840549873,10
2021-01-29 00:00:00,0.004696808798430707,0.020444477322323795,0.027902598721274652,0.05055548525579767,0.025899842524456707,7
2021-02-26 00:00:00,0.0015582043081485697,0.016015545134305587,0.01822425168342323,0.04795480593307544,0.020938201764738207,7
2021-03-31 00:00:00,0.004159802794533984,0.010448184553699669,0.0242633546294746,0.07261730186592152,0.027872160960907444,7
2021-04-30 00:00:00,0.008731010545142803,0.0145054800436335,0.03524651432375747,0.06687279195607032,0.031338949217151024,7
2021-05-28 00:00:00,0.007693916221573893,0.020720509118692165,0.03706790450199393,0.06601964410020567,0.032875493485616414,8
2021-06-30 00:00:00,-0.0005720413616728814,0.016880069894342542,0.027504620533577606,0.05919940160188064,0.025753012667031977,7
2021-07-30 00:00:00,0.013114006311168325,0.02129847380411598,0.03611289843447496,0.06502314086942751,0.033887129854796694,6
2021-08-31 00:00:00,0.0,0.012534463195467138,0.034500934621364054,0.05335394002064131,0.025097334459368126,7
2021-09-30 00:00:00,-0.0005701881551714028,0.01253634070493126,0.02962802490659211,0.05461025481134607,0.02405110806692451,6
2021-10-29 00:00:00,0.007039794467450289,0.006465592304858658,0.027901773357308146,0.06413172793536082,0.026384722016244477,7
2021-11-30 00:00:00,0.0009601747122267579,0.007431975115316014,0.020059594129335778,0.05888054991437719,0.021833073467813935,6
2021-12-31 00:00:00,0.004637524760749523,0.012681384775245386,0.0253767036403294,0.053579300777926164,0.02406872848856262,6
2022-01-31 00:00:00,-0.006614725691791001,-0.0010496300856067675,0.005409175739047756,0.04171741518760097,0.00986555878731274,4
2022-02-28 00:00:00,0.010575772606091105,0.008546660871509237,0.016042154557741606,0.05109655850468875,0.021565286635007674,5
2022-03-31 00:00:00,-0.007558146002222044,-0.003696464357177409,0.008938044131246548,0.038830885631976564,0.009128579850955915,5
2022-04-29 00:00:00,-0.001044986576821505,0.0018896369434648896,0.0008380234380724882,0.028763179135417483,0.007611463235033339,3
2022-05-31 00:00:00,0.005328633136752581,-0.003312402132110037,0.005205948761705326,0.02536997211025982,0.008148037969151922,3
2022-06-30 00:00:00,-0.016097354907423145,-0.011888142440858451,-0.015540662703229402,0.009441670145306613,-0.008521122476551096,2
