Date,DBC_1M,DBC_3M,DBC_6M,DBC_12M,DBC_avg,DBC_rank
2018-02-28 00:00:00,-0.029239656667647,0.0272278359080306,0.0993378306293739,0.0559796838848567,0.0383264234386535,5
2018-03-29 00:00:00,0.0228914209191832,0.0222756505338193,0.102597310662887,0.1163707003471508,0.0660337706157601,3
2018-04-30 00:00:00,0.048358110899614,0.0269005811481817,0.0968144592759268,0.1864864572737279,0.0896399021493626,1
2018-05-31 00:00:00,0.0267654309990847,0.0861445103705078,0.1157178748712834,0.2357780396123767,0.1161014639633132,1
2018-06-29 00:00:00,-0.0194121159285228,0.0555223191462477,0.0644189916840272,0.2235294551785243,0.081014662520069,2
2018-07-31 00:00:00,-0.0243213116372892,-0.0176537757709104,0.0087719085495745,0.1469414406000428,0.0284345654353544,4
2018-08-31 00:00:00,0.0075362061324393,-0.036051119382509,0.0469877849604845,0.1509932802139117,0.0423665379810816,4
2018-09-28 00:00:00,0.0339471515032516,0.0164027268733344,0.0728357634559118,0.1668830963977112,0.0725171845575523,3
2018-10-31 00:00:00,-0.0562048525388085,-0.0168116072114477,-0.0341685946382992,0.0593378506235027,-0.0119618009412632,7
2018-11-30 00:00:00,-0.0984669281271035,-0.1202531019873577,-0.1519689624340038,-0.0538366129419772,-0.1061314013726106,11
2018-12-31 00:00:00,-0.0400125444657203,-0.1831826366469027,-0.169784604530424,-0.1163029658737183,-0.1273206878791913,11
2019-01-31 00:00:00,0.0710835705866841,-0.0730195419939777,-0.0886035733466628,-0.0806088872396506,-0.0427871079984017,11
2019-02-28 00:00:00,0.0283504633385984,0.0573774975508776,-0.0697754265012444,-0.0260662342767272,-0.0025284249721239,9
2019-03-29 00:00:00,-0.0037594611813582,0.0973084302528966,-0.1036994212157024,-0.0384166842739723,-0.0121417841045341,11
2019-04-30 00:00:00,0.0119497833579489,0.0367267865597458,-0.0389745285677364,-0.0718114183381855,-0.0155273442470567,11
2019-05-31 00:00:00,-0.0596644113142436,-0.0520050042268899,0.0023885763213264,-0.149943375577924,-0.0648060536994327,11
2019-06-28 00:00:00,0.0396562641420352,-0.010691798489205,0.0855762296361275,-0.0987379012002703,0.0039506985221718,11
2019-07-31 00:00:00,-0.0114430456998629,-0.0335612313642623,0.0019329590144858,-0.0868418814079942,-0.0324782998644084,11
2019-08-30 00:00:00,-0.046302332359012,-0.0198282287136279,-0.0708020658224535,-0.1356372479837672,-0.0681424687197151,11
2019-09-30 00:00:00,0.0141605253491865,-0.0438652150857192,-0.0540880155345417,-0.1521785408446057,-0.05899281152892,11
2019-10-31 00:00:00,0.0192818912348016,-0.0141479784209601,-0.0472343862080999,-0.0843679768411898,-0.031617112558862,11
2019-11-29 00:00:00,-0.0013045684759512,0.0323669056936051,0.0118968985711318,0.014313891542683,0.0143182818328671,10
2019-12-31 00:00:00,0.0584915454887013,0.0774937637636477,0.0302292680626341,0.1183924044842226,0.0711517454498014,7
2020-01-31 00:00:00,-0.0858934490972342,-0.0336882108049376,-0.0473595691463891,-0.0455181542380066,-0.0531148458216419,11
2020-02-28 00:00:00,-0.0665294726417946,-0.0967981358682683,-0.0675642863096277,-0.1335826610855406,-0.0911186389763078,11
2020-03-31 00:00:00,-0.1734018804736027,-0.2946708307440187,-0.2400122187260855,-0.2811184496456913,-0.2473008448973495,11
2020-04-30 00:00:00,-0.0311111967730319,-0.2524005718954841,-0.2775858590271199,-0.3117086475640256,-0.2182015688149154,11
2020-05-29 00:00:00,0.080733960620311,-0.1344599885981913,-0.2182426482212867,-0.2089421602999376,-0.1202277091247761,11
2020-06-30 00:00:00,0.0449916033363815,0.0942222379900801,-0.228213137897036,-0.2048825859553062,-0.0734704706314701,11
2020-07-31 00:00:00,0.0511778105018805,0.1871559796149633,-0.1124828685689975,-0.154515297523608,-0.0071660939939404,9
2020-08-31 00:00:00,0.046367876834368,0.1494057993217346,-0.0051432913497607,-0.0723600748500595,0.0295675774890705,8
2020-09-30 00:00:00,-0.035450464548862,0.0609260650908278,0.1608888932856955,-0.1177386256862744,0.0171564670353467,10
2020-10-30 00:00:00,-0.0313936439729792,-0.0224111281124932,0.1605504748663,-0.1616019256437942,-0.0137140557157416,10
2020-11-30 00:00:00,0.1019763020921631,0.0295420892202797,0.1833616479956041,-0.074898331866463,0.059995426860396,5
2020-12-31 00:00:00,0.0545193745491043,0.1255742085747397,0.1941510160709221,-0.078369934429557,0.0739686661913023,6
2021-01-29 00:00:00,0.033333296348406,0.2007904965666362,0.1738794269118158,0.0418381016186439,0.1124603303613755,4
2021-02-26 00:00:00,0.1013824608276452,0.2001434055669939,0.2355981491313836,0.2292431078591756,0.1915917808462996,1
2021-03-31 00:00:00,-0.0071726330603372,0.1299320297538959,0.27182235013349,0.4764444405024799,0.2177565468323821,2
2021-04-30 00:00:00,0.0782661224221961,0.1790652954171148,0.4158104015684059,0.6431194338608572,0.3290653133171435,1
2021-05-28 00:00:00,0.0385259003370925,0.1117753287619296,0.3342898292857068,0.5789474112873083,0.2658846174180093,1
2021-06-30 00:00:00,0.0169043589252613,0.1589403568025946,0.3095238297256608,0.5637692118359843,0.2622844393223753,1
2021-07-30 00:00:00,0.0129869780338303,0.0887771259303582,0.2837393236284742,0.5069551815251561,0.2231146522794547,1
2021-08-31 00:00:00,-0.0164102324906758,0.0132065145718691,0.1464435904685272,0.4165435784664504,0.1399458627540427,2
2021-09-30 00:00:00,0.0521377036768171,0.0483117377121871,0.2149307793445096,0.5451761190354487,0.2151390849422406,1
2021-10-29 00:00:00,0.0579781515644646,0.0948718380178734,0.1920714130591896,0.6877471060215468,0.2581671271657686,1
2021-11-30 00:00:00,-0.0875878734562914,0.0156412510759844,0.0290543320581115,0.3974174609285883,0.0886312926515982,1
2021-12-31 00:00:00,0.0667352322742873,0.0297324219897738,0.079480584674678,0.4136055493576827,0.1473884470741054,2
2022-01-31 00:00:00,0.0789219525253626,0.0501170687400354,0.1497436051853451,0.4759710780667971,0.188688426129385,1
2022-02-28 00:00:00,0.0646744819192763,0.2253594769181617,0.2445256321549753,0.4267784341578648,0.2403345062875695,1
2022-03-31 00:00:00,0.0917469034086657,0.2540904003289592,0.2913775453248644,0.5689343275695358,0.3015372941580063,1
2022-04-29 00:00:00,0.0564082985388723,0.2279215405011476,0.2894613687538132,0.5371300359355959,0.2777303109323573,1
2022-05-31 00:00:00,0.0461314518001401,0.2065352985125144,0.478439462268591,0.5213945333331627,0.313125186478602,1
2022-06-30 00:00:00,-0.074999973349096,0.0222563304689034,0.2820018507165593,0.383896107365532,0.1532885788004747,1
2022-07-29 00:00:00,-0.0198948989235694,-0.0515801082914545,0.164585214468689,0.338974403028778,0.1080211525706107,1
2022-08-31 00:00:00,-0.0149367950412589,-0.1069444126114199,0.0775030897181496,0.3409802138804181,0.0741505239864722,1
2022-09-30 00:00:00,-0.0703732543047446,-0.1024774751251629,-0.0825019172082646,0.1848364219958602,-0.0176290561605779,1
2022-10-31 00:00:00,0.0506065130178254,-0.0379164344945344,-0.0875408089887347,0.1765808773733828,0.0254325367269847,2
2022-11-30 00:00:00,0.0147291975226162,-0.0089424927652748,-0.1149305557406306,0.3085215932411829,0.0498444355644734,2
2022-12-30 00:00:00,-0.0271151666822997,0.0371741370384186,-0.0691128497903967,0.1933990493769741,0.033586292485674,2
2023-01-31 00:00:00,0.0089249989496038,-0.0039744641252873,-0.0417402011111642,0.1159751934056789,0.0197963817797078,5
2023-02-28 00:00:00,-0.0446321098872054,-0.0622416137918596,-0.0706275113761015,0.0014017279912963,-0.0440248767659675,7
2023-03-31 00:00:00,-0.0008417700997899,-0.0369168300809235,-0.0011150443429576,-0.0835249682551544,-0.0305996531947063,10
2023-04-28 00:00:00,-0.0075821527763773,-0.0526739577436777,-0.056439071113576,-0.1390391581584551,-0.0639335849480215,11
2023-05-31 00:00:00,-0.0640916919826184,-0.0719697380197277,-0.1297318391730619,-0.2297522425402787,-0.1238863779289217,11
2023-06-29 00:00:00,0.020861723706916635,-0.05181127018091747,-0.08681539240429614,-0.14992818301996058,-0.06692328047456439,11
