Date,BNDX_1M,BNDX_3M,BNDX_6M,BNDX_12M,BNDX_avg,BNDX_rank
2019-08-30 00:00:00,0.0211375863074534,0.05009201542875,0.0840341219060107,0.1139329660793249,0.0672991724303848,5
2019-09-30 00:00:00,-0.004180986049059,0.029569056639477,0.060803704036096,0.1118996571157389,0.0495228579355632,5
2019-10-31 00:00:00,-0.0048998400906913,0.0118857326125325,0.0538466596064051,0.1056397408091527,0.0416180732343497,9
2019-11-29 00:00:00,-0.0047572425955444,-0.013774480336966,0.035627543610222,0.0946730393760866,0.0279422150134495,9
2019-12-31 00:00:00,-0.0030786337589616,-0.0126827478585512,0.0165112918911523,0.0786615187246448,0.019852857249571,11
2020-01-31 00:00:00,0.0189113199840016,0.0109421796436097,0.0229579680775844,0.0882282769045843,0.035259936152445,7
2020-02-28 00:00:00,0.0066834612662862,0.0225633544903369,0.0084780756706077,0.0932246452210512,0.0327373841620705,4
2020-03-31 00:00:00,-0.029096089010331,-0.004123300263043,-0.016753753344012,0.0430312604322598,-0.0017354705462815,3
2020-04-30 00:00:00,0.0190539743100286,-0.0039838709362499,0.0069147164758982,0.0611337104666565,0.0207796325790833,5
2020-05-29 00:00:00,0.0041408105217921,-0.0064995784545859,0.0159171237430419,0.0521117553735699,0.0164175277959545,5
2020-06-30 00:00:00,0.0053640487345927,0.028762573637475,0.0245206766469867,0.0414368365876269,0.0250210339016703,6
2020-07-31 00:00:00,0.0094827956281557,0.0191002096589867,0.0150402459526013,0.0383435075166438,0.0204916896890969,8
2020-08-31 00:00:00,-0.0075968641397919,0.0071876705178748,0.0006413752348519,0.009124888533234,0.0023392675365422,10
2020-09-30 00:00:00,0.0086143530831139,0.0104438705673819,0.0395068368011104,0.0220911956579323,0.0201640640273846,9
2020-10-30 00:00:00,0.0033712051121406,0.0043264615307248,0.0235093075120305,0.030586584183919,0.0154483895847037,7
2020-11-30 00:00:00,0.0038940467947765,0.0159554311517002,0.0232577840516654,0.0395451048214472,0.0206630917048973,11
2020-12-31 00:00:00,0.003609929715427,0.0109145836913762,0.0214724447581289,0.0465196402798497,0.0206291496111954,11
2021-01-29 00:00:00,-0.0063195537911623,0.0011509693356208,0.0054824104908981,0.0206051132456968,0.0052297348202633,10
2021-02-26 00:00:00,-0.0165993568650255,-0.0192864373852412,-0.003638729657402,-0.0029996882136398,-0.0106310530303271,9
2021-03-31 00:00:00,-8.740443093202543e-05,-0.0228994205129408,-0.012234774463237,0.0267887050998563,-0.0021082235768133,9
2021-04-30 00:00:00,-0.0019095159990842,-0.0185629655704694,-0.0174333616389982,0.0056660996132915,-0.008059935898815,10
2021-05-28 00:00:00,-1.7613326089516157e-05,-0.0020143316864755,-0.0212619197897728,0.0015013591228969,-0.0054481264198602,10
2021-06-30 00:00:00,0.0038678149790718,0.001774645704909,-0.0211654131662901,-0.0001474415731573,-0.0039175985138666,9
2021-07-30 00:00:00,0.0149322213239866,0.0186785494193735,-0.0002311454208747,0.0052499978359428,0.009657405789607,9
2021-08-31 00:00:00,-0.0043028411216867,0.0144738081704987,0.0122700396717461,0.0085866626570925,0.0077569173444126,10
2021-09-30 00:00:00,-0.0107676576159562,-0.0003162900837848,0.0014577943182847,-0.010794815929649,-0.0051052423277763,9
2021-10-29 00:00:00,-0.004427172502365,-0.0193848251400563,-0.0010683561350484,-0.0184830927351847,-0.0108408616281636,10
2021-11-30 00:00:00,0.0105774164183174,-0.0047299612394799,0.0096753863793841,-0.0119486976922525,0.0008935359664922,7
2021-12-31 00:00:00,-0.0074724746666525,-0.0014146664182734,-0.0017305090570979,-0.0228592952842057,-0.0083692363565574,10
2022-01-31 00:00:00,-0.0137780224782934,-0.0107938111524217,-0.0299694001506931,-0.0301936182819561,-0.0211837130158411,8
2022-02-28 00:00:00,-0.0125661023397374,-0.0334479013935403,-0.0380196553558869,-0.0262161183636634,-0.027562444363207,6
2022-03-31 00:00:00,-0.0222802007315027,-0.0478680946257263,-0.0492150436580259,-0.0478289947507596,-0.0417980834415036,8
2022-04-29 00:00:00,-0.0299988272871244,-0.0635282057785393,-0.0736363054749353,-0.0746259918112659,-0.0604473325879662,6
2022-05-31 00:00:00,-0.0067333539619931,-0.05799648932492,-0.0895045298623489,-0.080695134392088,-0.0587323768853375,6
2022-06-30 00:00:00,-0.0172195263903118,-0.0531206823714847,-0.0984459911468695,-0.1000061385246531,-0.0671980846083298,4
2022-07-29 00:00:00,0.0311937827920063,0.0066132834273244,-0.0573350523816581,-0.085586155404864,-0.0262785353917978,5
2022-08-31 00:00:00,-0.0360690345029022,-0.0221787331227546,-0.0788889749077568,-0.1139093143611577,-0.0627615142236428,4
2022-09-30 00:00:00,-0.0298780731282103,-0.0347733998040716,-0.0860469738520318,-0.1310272278250576,-0.0704314186523428,3
2022-10-31 00:00:00,0.0043997294466098,-0.0607551128945903,-0.0536360007376821,-0.1233227696904718,-0.0583285384690336,5
2022-11-30 00:00:00,0.0231539558228759,-0.0030488114543258,-0.0251599258014937,-0.1124126393654304,-0.0293668551995935,8
2022-12-29 00:00:00,-0.0293577706239999,-0.0025141196948595,-0.0372000950096264,-0.1319839428509152,-0.0502639820448502,9
2022-12-30 00:00:00,-0.0274907434189461,0.0015806515745127,-0.032303657729339,-0.1275694043708364,-0.0464457884861522,9
2023-01-31 00:00:00,0.0195197808499461,0.0155932419029958,-0.0441763982500756,-0.0981135514742812,-0.0267942317428537,9
2023-02-28 00:00:00,-0.0149937019714685,-0.0233737177705242,-0.0232782225626559,-0.1003307688527664,-0.0404941027893538,6
2023-03-30 00:00:00,0.0228297391841154,0.0271597918203168,0.0287833735625331,-0.0588219471268988,0.0049877393600166,6
2023-03-31 00:00:00,0.0255550040100509,0.0340322270405373,0.0356667117968951,-0.0525247860058021,0.0106822892104203,7
2023-04-27 00:00:00,-0.0058957257159959,0.0042224839202456,0.0239769652274342,-0.0289815495469715,-0.0016694565288219,8
2023-04-28 00:00:00,0.0020882126953178926,0.012287604736723745,0.03220073681342428,-0.021182945387557384,0.0063484022144771335,8
