Date,VCIT_1M,VCIT_3M,VCIT_6M,VCIT_12M,VCIT_avg,VCIT_rank
2018-02-28 00:00:00,-0.015251962572075839,-0.022245375291079172,-0.02635984873563113,0.011784587536827207,-0.013018149765489734,9
2018-03-29 00:00:00,0.002564665848958869,-0.02413690761658638,-0.020258184921002287,0.014450542359955021,-0.006844971082168694,10
2018-04-30 00:00:00,-0.010525038332380943,-0.023233329492425514,-0.03263555925662298,-0.007862050658132724,-0.01856399443489054,9
2018-05-31 00:00:00,0.005836921354535729,-0.002315370629040303,-0.02450923963153917,-0.012423151355429818,-0.00835271006536839,11
2018-06-29 00:00:00,-0.0017331890077879608,-0.006474507937397123,-0.030570095199164427,-0.013526632752397405,-0.013076106224186729,9
2018-07-31 00:00:00,0.00792519864021668,0.012051257217870592,-0.011462063104296205,-0.015117909550693809,-0.0016508791992256855,8
2018-08-31 00:00:00,0.005819428225115386,0.012033656011108063,0.009690423008381188,-0.01692486381193614,0.002654660858167124,8
2018-09-28 00:00:00,-0.004670710991684035,0.00905562340475563,0.002522484761745991,-0.017903257390938343,-0.002748965054030189,8
2018-10-31 00:00:00,-0.008790157225246231,-0.007678479340182731,0.004280242548118318,-0.028495004817817526,-0.010170849708782043,5
2018-11-30 00:00:00,-0.002126390549412327,-0.015517666721102441,-0.003670744973411799,-0.028090017436770753,-0.01235120492017433,6
2018-12-31 00:00:00,0.015606655600987507,0.004538720040904831,0.01363544438509079,-0.017351487647009778,0.004107333094993337,4
2019-01-31 00:00:00,0.027757395309664368,0.04157773040955992,0.033579997325415833,0.02173303817273431,0.031162040304343608,4
2019-02-28 00:00:00,0.0014014491453562261,0.045260079784997576,0.02904008223002119,0.039011915919408446,0.02867838176994586,3
2019-03-29 00:00:00,0.024313668006766154,0.05422131731899871,0.05900613273946376,0.06167745957189341,0.04980464440928051,4
2019-04-30 00:00:00,0.00466569364126479,0.030535023001785122,0.07338233036576369,0.07797666708659268,0.04663992852385157,5
2019-05-31 00:00:00,0.01535694864434678,0.04489652708136016,0.09218862726413013,0.08817948135058207,0.060155396085104784,3
2019-06-28 00:00:00,0.023360023814142705,0.04392372008281353,0.10052663936625317,0.11553280915164388,0.07083579810371332,6
2019-07-31 00:00:00,0.002690006307082937,0.04187083136104919,0.07368438116154707,0.1097386998092933,0.05699597965974312,5
2019-08-30 00:00:00,0.02606188737266857,0.05285530674917571,0.10012485354139211,0.13207256975152593,0.07777865435369058,4
2019-09-30 00:00:00,-0.004245416085350562,0.024454222852033025,0.06945206337424148,0.13255629378419642,0.05555429098128009,4
2019-10-31 00:00:00,0.00665976705093807,0.028510150538729295,0.07157472560506406,0.15020937613101748,0.06423850483143723,4
2019-11-29 00:00:00,0.0004159752133165995,0.002803045245832081,0.055806507811307915,0.15313986042296657,0.05304134717335579,7
2019-12-31 00:00:00,0.004913380082505636,0.012026672067417588,0.03677499783835514,0.14099850414999904,0.04867838853456935,8
2020-01-31 00:00:00,0.022007883562700448,0.027456615514354077,0.056749558294681535,0.134615495540364,0.060207388228025016,5
2020-02-28 00:00:00,0.011309760988476691,0.03864485374725257,0.04155622226665634,0.14584188647623164,0.05933818086965431,3
