Date,IAU_1M,IAU_3M,IAU_6M,IAU_12M,IAU_avg,IAU_rank
2018-02-28 00:00:00,-0.0201238566057669,0.0334693752989467,-0.0047170140217873,0.0514950072693902,0.0150308779851956,6
2018-03-29 00:00:00,0.0055292018695032,0.0175858760455156,0.034118530325176,0.0599499833166567,0.0292958978892129,5
2018-04-30 00:00:00,-0.0209465050870646,-0.0232198288671309,0.0335790209771615,0.0335790209771622,0.005747927000032,7
2018-05-31 00:00:00,-0.0126782764550729,-0.0157977734340986,0.0171428602568943,0.0213114945038268,0.0024945762178874,10
2018-06-29 00:00:00,-0.0353129678199206,-0.0674941708601085,-0.0391686460554094,0.0067002412221015,-0.0338188858783342,10
2018-07-31 00:00:00,-0.0232945653895264,-0.0697305960713905,-0.0913312924309409,-0.0392799087906529,-0.0559090906706277,11
2018-08-31 00:00:00,-0.0204429110559775,-0.0770465517823335,-0.0916271612474964,-0.0959119686649028,-0.0712571481876775,11
2018-09-28 00:00:00,-0.0060869299847146,-0.0490848693942278,-0.1132660976927963,-0.0714866031229858,-0.0599811250486811,11
2018-10-31 00:00:00,0.0209973547428068,-0.0059624954164325,-0.0752773231283618,-0.0442260409636332,-0.0261171261914052,8
2018-11-30 00:00:00,0.0034275888253236,0.0182608728823452,-0.0601926161881077,-0.0440816295390245,-0.0206464460048658,7
2018-12-31 00:00:00,0.0495303092926231,0.0752405628797592,0.0224625202834301,-0.017585952278474,0.0324118600443346,1
2019-01-31 00:00:00,0.0284784688817001,0.0831191311642955,0.0766610383092767,-0.0216718058295483,0.041646708131431,2
2019-02-28 00:00:00,-0.0047468685116288,0.0742954639389348,0.0939130368440042,-0.0063191093736391,0.0392856307244177,2
2019-03-29 00:00:00,-0.015898236127034,0.0073230392894414,0.0831145917673286,-0.0395655713962832,0.0087434558833632,10
2019-04-30 00:00:00,-0.0072698022419975,-0.0276899028451865,0.0531276676525938,-0.0261489640807098,-0.001995250378825,10
2019-05-31 00:00:00,0.0179007540855713,-0.00556436369227,0.0683176932646234,0.0040128563869814,0.0211667350112265,5
2019-06-28 00:00:00,0.0791366709036944,0.0904684874964292,0.0984540310742638,0.1231280770276848,0.097796816625518,2
2019-07-31 00:00:00,0.001481515389901,0.1000814076264002,0.0696202603274291,0.1516184600807675,0.0807004108561245,2
2019-08-30 00:00:00,0.0769230714970738,0.1638689171245588,0.1573927271795514,0.2660869930101452,0.1660679272028323,2
2019-09-30 00:00:00,-0.0315934083028743,0.0444444727014607,0.1389337844207672,0.2335958009629182,0.0963451624455679,3
2019-10-31 00:00:00,0.0255318898537306,0.0695265938281466,0.176566320832338,0.2390745452967533,0.1276748374527421,1
2019-11-29 00:00:00,-0.0331950549546582,-0.0398352239467614,0.1175059381662266,0.1938513660712637,0.0595817563340176,6
2019-12-31 00:00:00,0.0371960282396754,0.0283687665041449,0.0740740740740735,0.1798209963390238,0.0798649662892294,6
2020-01-31 00:00:00,0.0462069018133752,0.0491009706966745,0.1220413877710164,0.2001582012857861,0.104376865391713,3
2020-02-28 00:00:00,-0.0065919829246404,0.0779685399341241,0.0350274217382846,0.1979332103512918,0.076084297274765,2
2020-03-31 00:00:00,2.220446049250313e-16,0.0393103237809804,0.0687942756816697,0.2172859091693766,0.0813476271580067,2
2020-04-30 00:00:00,0.0690113428392786,0.0619644383210349,0.1141079230879464,0.310821860077743,0.1389763910815007,2
2020-05-29 00:00:00,0.0260707672490136,0.0968812887449983,0.1824035213095054,0.3213429563720271,0.1566746334188861,1
2020-06-30 00:00:00,0.0278281346258071,0.1274054489167218,0.171724122146079,0.2585185015643074,0.1463690518132288,1
2020-07-31 00:00:00,0.1100647948455111,0.1707014212173883,0.243243277224761,0.3949704121142576,0.2297449763504795,1
2020-08-31 00:00:00,-0.0047720121779054,0.1355111722970363,0.2455209580535182,0.2891483459351303,0.1663521160269448,2
2020-09-30 00:00:00,-0.0415557095163992,0.0588581526469424,0.1937624509240569,0.2758864740713524,0.1217378420314881,3
2020-10-30 00:00:00,-0.0055586649662031,-0.0514316643325419,0.1104902986877058,0.2372060402802747,0.0726765024173088,3
2020-11-30 00:00:00,-0.0525432453202255,-0.0969632205880642,0.0254083520173862,0.2124464462055364,0.0220870830786582,9
2020-12-31 00:00:00,0.0696164215170527,0.0077820673390562,0.0670982580933503,0.2503447697080416,0.0987103791643752,5
2021-01-29 00:00:00,-0.0319911721210212,-0.0190050399210529,-0.0694592434197486,0.1568885398020403,0.0091082710850543,9
2021-02-26 00:00:00,-0.0632477920944253,-0.0300885077242548,-0.1241342497006867,0.0909091484390633,-0.0316403502700758,10
2021-03-31 00:00:00,-0.0109489233168138,-0.1031439061470804,-0.096164511631274,0.0789648678271919,-0.0328231183169941,10
2021-04-30 00:00:00,0.0362853717271109,-0.0398859764114759,-0.0581329817585385,0.04593418641106,-0.0039498500079608,9
2021-05-28 00:00:00,0.0759643175263371,0.1027979666550455,0.0696164215170527,0.0967936120785337,0.0862930794442423,7
2021-06-30 00:00:00,-0.0687845753035449,0.0365928231844436,-0.07032540968283,-0.007945864078899,-0.0276157564702076,11
2021-07-30 00:00:00,0.0252151382943794,0.0255193053674143,-0.0153845334559834,-0.0837751788215133,-0.0121063171539257,11
2021-08-31 00:00:00,-0.0008681305787601,-0.0461326505095626,0.0501824105103729,-0.0801811950671912,-0.0192498914112852,11
2021-09-30 00:00:00,-0.0324355334920043,-0.008899413978291,0.0273677545239998,-0.0714285638555194,-0.0213489392004537,11
2021-10-29 00:00:00,0.0155642161071107,-0.0182291968484159,0.0068249120780208,-0.0517048221698521,-0.0118862227082841,11
2021-11-30 00:00:00,-0.0073681107501161,-0.0246162323825717,-0.0696132708467668,-0.0064897112330563,-0.0270218313031277,10
2021-12-31 00:00:00,0.033551100293238,0.0419036675328614,0.0326313354699867,-0.0399888862482676,0.0170243042619546,7
2022-01-31 00:00:00,-0.0169491562571608,0.0085470354529624,-0.0098379669871966,-0.025071147910926,-0.0108278089255802,7
2022-02-28 00:00:00,0.0610753967864685,0.0780879169918258,0.0515494542983132,0.104318740685869,0.0737578771906191,2
2022-03-31 00:00:00,0.0143211357228472,0.0580293127857669,0.1023646213487641,0.1325338657017785,0.0768122338897892,2
2022-04-29 00:00:00,-0.0214499287605581,0.0531852609556038,0.0621868727195291,0.0694362047362688,0.0408396024127109,2
2022-05-31 00:00:00,-0.0324639831831556,-0.0396585620199259,0.0353325004728726,-0.0367403812990051,-0.0183826065073035,4
2022-06-30 00:00:00,-0.016059580606459,-0.0684224906999281,-0.0143636880285683,0.0177989411187715,-0.0202617045540459,3
2022-07-29 00:00:00,-0.0250655953345734,-0.071864597302827,-0.0225014737082426,-0.0321180719399342,-0.0378874345713943,7
2022-08-31 00:00:00,-0.0295964620593871,-0.0691138491893799,-0.1060314553347926,-0.0599478646974447,-0.0661724078202511,5
2022-09-30 00:00:00,-0.0286505983998013,-0.0810259567290382,-0.1439044496582207,-0.0562705528091248,-0.0774628893990462,4
2022-10-31 00:00:00,-0.0174437403245008,-0.0738415893682054,-0.1403995905868857,-0.0869437293370574,-0.0796571624041623,6
2022-11-30 00:00:00,0.0845706575402884,0.0351201300616719,-0.0364210065003015,-0.0023753512568234,0.0202236074612088,3
2022-12-30 00:00:00,0.02946433700672,0.097050409112056,0.0081608501337693,-0.0063200578001684,0.0320888846130942,3
2023-01-31 00:00:00,0.0578201789874919,0.1810845930679641,0.0938714295375235,0.0692577103255873,0.1005084779796417,1
2023-02-28 00:00:00,-0.0538398800898556,0.0303571578596726,0.0665434352536793,-0.0465437173640377,-0.0008707510851353,1
2023-03-31 00:00:00,0.0794338557147469,0.0803700135019771,0.185220365304741,0.0146618809118479,0.0899215288583282,1
2023-04-28 00:00:00,0.0090982114612212,0.0306094268164558,0.2172369154835234,0.0463373509023912,0.0758204761658979,1
2023-05-31 00:00:00,-0.0135242199394063,0.0745234520697388,0.107142930128139,0.0668196702731782,0.0587404581329124,1
2023-06-29 00:00:00,-0.02822578536360154,-0.03264643941332657,0.0450997793122101,0.053628681986011895,0.009464059130323471,5
