Date,MTUM,VTV,VEU,VWO,VCIT,VGLT,BNDX,VTIP,VAW,IAU,VNQ,Returns
2022-04-14,-0.05425806531762645,0.001827069120931446,-0.020142383127949803,-0.01474095576481127,-0.03120232961376035,-0.08363660804744577,-0.02007560674302089,-0.0012420346957483508,0.008760612839510129,0.017377120766494114,0.003414183886778721,1 month
2022-04-14,-0.03565498980675652,0.0227637713743718,-0.054780640824929616,-0.08231618318176537,-0.07508984360485438,-0.14184856134847956,-0.05394792483896871,0.0016919872651408596,0.0732087813795479,0.09497369620295948,0.029132585228296204,3 month
2022-04-14,-0.16146526750598345,0.049245497647347314,-0.0845779758638957,-0.09137869248984765,-0.09822901653615468,-0.1681141979408084,-0.06415951321339675,0.0006406105978946641,0.061187120635963765,0.10433247520446765,0.012124888847668824,6 month
2022-04-14,-0.06914259254532029,0.11389426999012486,-0.06596793937347856,-0.11850605007503645,-0.08761860464649052,-0.11385330284953232,-0.06515928328684228,0.028560207090430056,0.09549859739461364,0.11186944725264247,0.12875061445560743,1 year
